branch_id,branch_name,tipo_operacao,etapa_campanha,numeros_da_sorte
112779,CENTRO DE EDUCACAO CECILIA MEIRELES,Autosserviço,Atingiu requisito mínimo,1
112695,CENTRO EDUC CANTINHO DO CEU - USINA,Autosserviço,Não atingiu requisito mínimo,0
111181,CENTRO EDUC HUMBERTO FRANCA,Autosserviço,Atingiu requisito mínimo + isaac Score,2
104483,CENTRO EDUC OLIVIA LIMA E JARDIM DE INFANCIA MIRIM,Autosserviço,Atingiu requisito mínimo,3
112733,CENTRO EDUCACIONAL ABC,Autosserviço,Atingiu requisito mínimo + isaac Score,2
110676,CENTRO EDUCACIONAL ABIGAIL,Autosserviço,Não atingiu requisito mínimo,0
112646,CENTRO EDUCACIONAL ALTIVA SANTOS,Autosserviço,Não atingiu requisito mínimo,0
113508,CENTRO EDUCACIONAL ALZEMIRA BORGES,Autosserviço,Atingiu requisito mínimo + isaac Score,2
28024,CENTRO EDUCACIONAL ANA CELIA - CEAC,Autosserviço,Atingiu requisito mínimo + CR,4
105839,CENTRO EDUCACIONAL AQUARELA LTDA,Autosserviço,Atingiu requisito mínimo,1
108589,CENTRO EDUCACIONAL ARAÚJO CASTRO,Autosserviço,Não atingiu requisito mínimo,0
111110,CENTRO EDUCACIONAL BARROZO LTDA -ESTRELINHAS DO FUTURO,Autosserviço,Não atingiu requisito mínimo,0
113348,CENTRO EDUCACIONAL COLINAS DE PITUACU,Autosserviço,Não atingiu requisito mínimo,0
105689,CENTRO EDUCACIONAL DO ARARIPE,Autosserviço,Não atingiu requisito mínimo,0
112374,CENTRO EDUCACIONAL ENCANTO SABER,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
113034,CENTRO EDUCACIONAL FORMOSENSE,Autosserviço,Não atingiu requisito mínimo,0
111176,CENTRO EDUCACIONAL GERACAO FUTURA,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,2
112863,CENTRO EDUCACIONAL INFANTIL ARCA DE NOE,Autosserviço,Atingiu requisito mínimo + isaac Score,2
113409,CENTRO EDUCACIONAL INFANTIL ARCA DE NOE II,Autosserviço,Atingiu requisito mínimo + isaac Score,2
15611,CENTRO EDUCACIONAL JOANA E CAROLINA - SG,Autosserviço,Não atingiu requisito mínimo,0
112217,CENTRO EDUCACIONAL L. P. P. M LTDA,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
113137,CENTRO EDUCACIONAL MAANAIM,Autosserviço,Atingiu requisito mínimo + CR,2
111427,CENTRO EDUCACIONAL PANISSET DA SILVA,Autosserviço,Não atingiu requisito mínimo,0
112898,CENTRO EDUCACIONAL PARAISO DA CRIANCA,Autosserviço,Atingiu requisito mínimo + isaac Score,2
113071,CENTRO EDUCACIONAL RAKEL RECHUEM,Autosserviço,Atingiu requisito mínimo + isaac Score,2
106270,CENTRO EDUCACIONAL RECANTO DO SABER,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
112304,CENTRO EDUCACIONAL RISQUE RABISQUE,Autosserviço,Não atingiu requisito mínimo,0
113493,CENTRO EDUCACIONAL ROSAS DE CASSIA,Autosserviço,Atingiu requisito mínimo + isaac Score,2
112344,CENTRO EDUCACIONAL SEBASTIAO ALBERNAZ,Autosserviço,Não atingiu requisito mínimo,0
112948,CENTRO EDUCACIONAL SETE SABERES,Autosserviço,Não atingiu requisito mínimo,0
106644,CENTRO EDUCACIONAL SHALOM,Autosserviço,Atingiu requisito mínimo,3
110003,CENTRO EDUCACIONAL SILVA TORQUATO,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
108888,CENTRO EDUCACIONAL VILA NORMA - CEVIN,Autosserviço,Não atingiu requisito mínimo,0
104374,CENTRO INFANTIL DE MOCAJUBA - Pará,Autosserviço,Não atingiu requisito mínimo,0
108013,CENTRO INTEGRADO PRIMEIROS PASSOS - Belém/PA,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
111013,CENV -SISTEMA DE ENSINO,Autosserviço,Não atingiu requisito mínimo,0
105889,CEPROM,Autosserviço,Não atingiu requisito mínimo,0
104835,CEROS - Unidade São Gonçalo,Autosserviço,Atingiu requisito mínimo + CR,2
15554,CERS - Centro Educacional Raio de Sol,Autosserviço,Atingiu requisito mínimo,1
25155,CESC CENTRO EDUCACIONAL LTDA,Autosserviço,Não atingiu requisito mínimo,0
105799,CEST - Tentativa 2,Autosserviço,Não atingiu requisito mínimo,0
110928,CEU Tijuca,Autosserviço,Não atingiu requisito mínimo,0
3421,COC - Feira de Santana,Autosserviço,Não atingiu requisito mínimo,0
111707,COC Batatais,Autosserviço,Atingiu requisito mínimo + isaac Score,3
9878,COC Imperatrice - Caraguatatuba,Autosserviço,Atingiu requisito mínimo,3
106856,COC JS Serrana,Autosserviço,Atingiu requisito mínimo + CR,2
18984,COC Planaltina,Autosserviço,Atingiu requisito mínimo,3
18198,COC UBERABA,Autosserviço,Não atingiu requisito mínimo,0
19,COC Vila Yara,Autosserviço,Não atingiu requisito mínimo,0
105266,COC jaboticabal,Autosserviço,Não atingiu requisito mínimo,0
104487,COEDUC - Cooperativa Educacional de Vitória da Conquista,Autosserviço,Não atingiu requisito mínimo,0
109132,COIN JUNIOR,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
104846,COL. SOLAR,Autosserviço,Atingiu requisito mínimo + CR,2
105439,COLEGIO ALBERT SABIN DE ITUVERAVA,Autosserviço,Não atingiu requisito mínimo,0
112956,COLEGIO ANGELINA DO MONTE,Autosserviço,Não atingiu requisito mínimo,0
111643,COLEGIO ANGLO LIDER JUNIOR - Recife,Autosserviço,Não atingiu requisito mínimo,0
111026,COLEGIO APRENDIZ,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
112599,COLEGIO BARUK BERCARIO E EDUCACAO INFANTIL LTDA,Autosserviço,Não atingiu requisito mínimo,0
112658,COLEGIO CORACAO DE JESUS,Autosserviço,Atingiu requisito mínimo,1
110984,COLEGIO CRISTAO BARUK,Autosserviço,Não atingiu requisito mínimo,0
112997,COLEGIO CRISTAO JOANA SCRUGGS,Autosserviço,Atingiu requisito mínimo + isaac Score,3
112587,COLEGIO E CURSO ATITUDE,Autosserviço,Não atingiu requisito mínimo,0
112703,COLEGIO EDUC,Autosserviço,Não atingiu requisito mínimo,0
111069,COLEGIO ETICO,Autosserviço,Não atingiu requisito mínimo,0
110118,COLEGIO GERAÇÃO FELIZ,Autosserviço,Não atingiu requisito mínimo,0
112694,COLEGIO IMPACTO,Autosserviço,Não atingiu requisito mínimo,0
112529,COLEGIO JOAQUIM SANTIAGO RAMOS,Autosserviço,Atingiu requisito mínimo + isaac Score,2
104847,COLEGIO OMEGA - RJ,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
104822,COLEGIO SAGRADO CORAÇÃO,Autosserviço,Não atingiu requisito mínimo,0
113344,COLEGIO SEVERIANO,Autosserviço,Não atingiu requisito mínimo,0
110267,COLÉGIO AQUARELA - Ferraz de Vasconcelos,Autosserviço,Não atingiu requisito mínimo,0
110868,COLÉGIO ASSEMBLEIANO UNIVERSO DO SABER,Autosserviço,Não atingiu requisito mínimo,0
110726,COLÉGIO BRASIL - São João de Meriti,Autosserviço,Não atingiu requisito mínimo,0
109005,COLÉGIO DE ENSINO MÁXIMO	 					 					,Autosserviço,Atingiu requisito mínimo,1
106184,COLÉGIO ELÍSIO EUSÉBIO,Autosserviço,Não atingiu requisito mínimo,0
105641,COLÉGIO EXPRESSIVO JUNIOR,Autosserviço,Não atingiu requisito mínimo,0
105990,COLÉGIO LUAN KENNEDY,Autosserviço,Atingiu requisito mínimo + isaac Score,3
107354,COLÉGIO LÍDIA CRUZ,Autosserviço,Não atingiu requisito mínimo,0
110661,COLÉGIO MARIA MONTESSORI,Autosserviço,Não atingiu requisito mínimo,0
109092,COLÉGIO MASTER BH,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
105758,COLÉGIO MONTE CASTELO,Autosserviço,Não atingiu requisito mínimo,0
107788,COLÉGIO NOSSA SENHORA DAS GRAÇAS - CENSG,Autosserviço,Atingiu requisito mínimo + CR,4
110469,COLÉGIO ROSALVO FÉLIX,Autosserviço,Atingiu requisito mínimo + isaac Score,4
112405,COLÉGIO TRINUS,Autosserviço,Atingiu requisito mínimo + isaac Score,3
111495,COMAC - COLEGIO MAGALI CARNEIRO,Autosserviço,Não atingiu requisito mínimo,0
109542,CONEM - Colégio Núcleo de Excelência Marajoara,Autosserviço,Não atingiu requisito mínimo,0
108784,COOPEB - Cooperativa Educacional de Barreiras Ltda,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
112410,COOPERATIVA EDUCACIONAL PRINCIPE DA PAZ,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
111822,CR P CONV UM NOVO SONHO,Autosserviço,Não atingiu requisito mínimo,0
111718,CRECHE ESCOLA ADONAI,Autosserviço,Não atingiu requisito mínimo,0
109211,CRER - Colégio Riscos e Rabiscos,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
107450,CRIATIVA UNIDADE DE ENSINO,Autosserviço,Não atingiu requisito mínimo,0
111199,CTO. EDUCAC. MILTON MOTTA,Autosserviço,Não atingiu requisito mínimo,0
107998,Cantinho do Saber x7,Autosserviço,Não atingiu requisito mínimo,0
110694,Cape Centro Aprendizagem de Presidente Epitácio LTDA,Autosserviço,Não atingiu requisito mínimo,0
109765,Caroline Lago,Autosserviço,Não atingiu requisito mínimo,0
21899,Casa Escola Cora Coralina,Autosserviço,Não atingiu requisito mínimo,0
108335,Casa de Aprender,Autosserviço,Não atingiu requisito mínimo,0
27566,Cbg Braga Guerra,Autosserviço,Não atingiu requisito mínimo,0
22566,Ceap - Alfredo Prado,Autosserviço,Atingiu requisito mínimo,1
109372,Ceeba - Centro de Educação Espaço Brincar e Aprender - Betim - MG,Autosserviço,Atingiu requisito mínimo + CR,2
27478,Ceko,Autosserviço,Não atingiu requisito mínimo,0
104834,Cemm - Unidade Itaborai,Autosserviço,Atingiu requisito mínimo + CR,2
109534,Censf,Autosserviço,Não atingiu requisito mínimo,0
25662,Centro Cultural Manilha - Unidade 1 & 2,Autosserviço,Atingiu requisito mínimo + isaac Score,4
105535,Centro Cultural Vivenda,Autosserviço,Não atingiu requisito mínimo,0
106834,Centro De Educacao Infantil E Juvenil De Auriflama Ltda,Autosserviço,Não atingiu requisito mínimo,0
108502,Centro De Educação Espaco Interativo,Autosserviço,Não atingiu requisito mínimo,0
28444,Centro De Ensino Êxito,Autosserviço,Não atingiu requisito mínimo,0
106147,Centro Ed. Ferreira Carvalho,Autosserviço,Atingiu requisito mínimo + CR,3
25650,Centro Educacional Amigos Do Saber,Autosserviço,Não atingiu requisito mínimo,0
9277,Centro Educacional Andrade e Silva,Autosserviço,Não atingiu requisito mínimo,0
109700,Centro Educacional Angelo Dos Santos,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
12254,Centro Educacional Aprender Pensando,Autosserviço,Não atingiu requisito mínimo,0
112822,Centro Educacional Aquarela - Caxambu,Autosserviço,Atingiu requisito mínimo + isaac Score,2
26934,Centro Educacional Arco Íris - VR,Autosserviço,Não atingiu requisito mínimo,0
111359,Centro Educacional Arte Sublime,Autosserviço,Não atingiu requisito mínimo,0
110233,Centro Educacional Batista Canaã,Autosserviço,Atingiu requisito mínimo + CR,3
7509,Centro Educacional Batista Sobrinho,Autosserviço,Não atingiu requisito mínimo,0
26536,Centro Educacional Brasil Central,Autosserviço,Não atingiu requisito mínimo,0
109569,Centro Educacional Brincando de Aprender,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
12472,Centro Educacional Carvalho Braga - Centro,Autosserviço,Não atingiu requisito mínimo,0
12139,Centro Educacional Carvalho Braga - Japeri,Autosserviço,Não atingiu requisito mínimo,0
12473,Centro Educacional Carvalho Braga - Mucaja,Autosserviço,Não atingiu requisito mínimo,0
105643,Centro Educacional Cauê,Autosserviço,Não atingiu requisito mínimo,0
104815,Centro Educacional Cerinhos LTDA,Autosserviço,Atingiu requisito mínimo + CR,2
110651,Centro Educacional Coelhinho na Cartola		,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
109224,Centro Educacional Colombo Ladislau,Autosserviço,Não atingiu requisito mínimo,0
10868,Centro Educacional Conexão,Autosserviço,Atingiu requisito mínimo + CR,3
106876,Centro Educacional Construindo Conhecimento – CECC-,Autosserviço,Não atingiu requisito mínimo,0
106129,Centro Educacional Construir,Autosserviço,Não atingiu requisito mínimo,0
26915,Centro Educacional Construir - Unidade Rose,Autosserviço,Não atingiu requisito mínimo,0
24503,Centro Educacional Coração de Jesus,Autosserviço,Não atingiu requisito mínimo,0
111865,Centro Educacional Cores e Formas,Autosserviço,Não atingiu requisito mínimo,0
105527,Centro Educacional Corrêa De Freitas,Autosserviço,Atingiu requisito mínimo + CR,3
108440,Centro Educacional Crescer,Autosserviço,Não atingiu requisito mínimo,0
111737,Centro Educacional Crescer Sabendo Ser,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
104574,Centro Educacional Criança Feliz,Autosserviço,Não atingiu requisito mínimo,0
109077,Centro Educacional Criativo,Autosserviço,Não atingiu requisito mínimo,0
107638,Centro Educacional Cristão,Autosserviço,Atingiu requisito mínimo,1
27762,Centro Educacional Crê&Ser,Autosserviço,Não atingiu requisito mínimo,0
108305,Centro Educacional Dantas Portugal,Autosserviço,Não atingiu requisito mínimo,0
26323,Centro Educacional Dinâmico (SC),Autosserviço,Não atingiu requisito mínimo,0
18982,Centro Educacional Disneylândia,Autosserviço,Não atingiu requisito mínimo,0
29020,Centro Educacional Doce Infância (CEDI) Balsas,Autosserviço,Não atingiu requisito mínimo,0
19151,Centro Educacional Duque Canellas,Autosserviço,Não atingiu requisito mínimo,0
104634,Centro Educacional EThos,Autosserviço,Não atingiu requisito mínimo,0
108396,Centro Educacional Edificar,Autosserviço,Atingiu requisito mínimo,1
105451,Centro Educacional Elzair Caldeira,Autosserviço,Não atingiu requisito mínimo,0
109371,Centro Educacional Espaço Ludus,Autosserviço,Não atingiu requisito mínimo,0
107360,Centro Educacional Essência de Vida,Autosserviço,Não atingiu requisito mínimo,0
870,Centro Educacional Estrela da Manhã - MA,Autosserviço,Não atingiu requisito mínimo,0
105869,Centro Educacional Excelente,Autosserviço,Não atingiu requisito mínimo,0
105410,Centro Educacional Excelência,Autosserviço,Não atingiu requisito mínimo,0
111334,Centro Educacional Fabricio Sampaio,Autosserviço,Não atingiu requisito mínimo,0
111828,Centro Educacional Family Club,Autosserviço,Não atingiu requisito mínimo,0
112570,Centro Educacional Family Club II,Autosserviço,Não atingiu requisito mínimo,0
106638,Centro Educacional Favo de Mel COC,Autosserviço,Não atingiu requisito mínimo,0
1221,Centro Educacional Flores de Maria,Autosserviço,Não atingiu requisito mínimo,0
24371,Centro Educacional Francisco de Assis,Autosserviço,Atingiu requisito mínimo + isaac Score,4
16247,Centro Educacional Frei Seráfico,Autosserviço,Não atingiu requisito mínimo,0
108789,Centro Educacional Freitas Rodrigues,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
24554,Centro Educacional Frontinense,Autosserviço,Não atingiu requisito mínimo,0
109136,Centro Educacional Gaia,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
26389,Centro Educacional Gandra Moretti,Autosserviço,Atingiu requisito mínimo,2
110831,Centro Educacional Getsêmani,Autosserviço,Não atingiu requisito mínimo,0
109432,Centro Educacional Girassóis,Autosserviço,Não atingiu requisito mínimo,0
105196,Centro Educacional Gonçalves Oliveira - bom pastor,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
109359,Centro Educacional Heureca,Autosserviço,Não atingiu requisito mínimo,0
105724,Centro Educacional Horas Felizes de Iguaçu,Autosserviço,Atingiu requisito mínimo + isaac Score,2
105276,Centro Educacional Icapuí,Autosserviço,Não atingiu requisito mínimo,0
5321,Centro Educacional Infantil e Fundamental Maria Flor,Autosserviço,Não atingiu requisito mínimo,0
106602,Centro Educacional Integris,Autosserviço,Não atingiu requisito mínimo,0
106629,Centro Educacional Jardim Amália (CEJA),Autosserviço,Não atingiu requisito mínimo,0
25424,Centro Educacional Jardim Pampulha,Autosserviço,Não atingiu requisito mínimo,0
108626,Centro Educacional Jardim das Orquídeas,Autosserviço,Não atingiu requisito mínimo,0
110186,Centro Educacional Jorge Amado,Autosserviço,Atingiu requisito mínimo + CR,2
112615,Centro Educacional José de Anchieta - CEJAN,Autosserviço,Não atingiu requisito mínimo,0
109535,Centro Educacional João e Maria Ltda - Colégio Objetivo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
105473,Centro Educacional Leonhard Euler,Autosserviço,Não atingiu requisito mínimo,0
108819,Centro Educacional Lucena Batista,Autosserviço,Atingiu requisito mínimo + isaac Score,2
8212,Centro Educacional Luz do Mundo,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,5
110686,Centro Educacional Luz do Saber - Fortaleza,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
26123,Centro Educacional Luz e Vida,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
26146,Centro Educacional Lírio dos Vales,Autosserviço,Não atingiu requisito mínimo,0
12110,Centro Educacional Maktub,Autosserviço,Não atingiu requisito mínimo,0
107999,Centro Educacional Manuel Araújo Cabral,Autosserviço,Não atingiu requisito mínimo,0
105763,Centro Educacional Mar Azul,Autosserviço,Não atingiu requisito mínimo,0
110205,Centro Educacional Maranata,Autosserviço,Não atingiu requisito mínimo,0
104717,Centro Educacional Maria Consuelo,Autosserviço,Não atingiu requisito mínimo,0
9259,Centro Educacional Maria José,Autosserviço,Atingiu requisito mínimo + isaac Score,4
111706,Centro Educacional Mariano Ltda/ Fantasia: Escola do Lar Imaculada Conceição-Elic,Autosserviço,Não atingiu requisito mínimo,0
105918,Centro Educacional Marieta Newman,Autosserviço,Atingiu requisito mínimo + isaac Score,4
106256,Centro Educacional Marly Marques,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
106074,Centro Educacional Maurilio Miranda,Autosserviço,Não atingiu requisito mínimo,0
28946,Centro Educacional Maurimárcia,Autosserviço,Não atingiu requisito mínimo,0
109276,Centro Educacional Mello Paulo,Autosserviço,Atingiu requisito mínimo + isaac Score,3
105162,Centro Educacional Meneses,Autosserviço,Não atingiu requisito mínimo,0
111536,Centro Educacional Missão de São Pedro,Autosserviço,Não atingiu requisito mínimo,0
28187,Centro Educacional Moderno,Autosserviço,Não atingiu requisito mínimo,0
108830,Centro Educacional Moderno - Unidade 2,Autosserviço,Não atingiu requisito mínimo,0
21262,Centro Educacional Montovoni Sabatine,Autosserviço,Não atingiu requisito mínimo,0
106312,Centro Educacional Moroni,Autosserviço,Não atingiu requisito mínimo,0
29398,Centro Educacional Mônica Patrícia,Autosserviço,Não atingiu requisito mínimo,0
105811,Centro Educacional Nadir Soares,Autosserviço,Não atingiu requisito mínimo,0
105532,Centro Educacional Norte Fluminense,Autosserviço,Não atingiu requisito mínimo,0
2772,Centro Educacional Nossos Passos,Autosserviço,Não atingiu requisito mínimo,0
104496,Centro Educacional Nova Geração,Autosserviço,Não atingiu requisito mínimo,0
107757,Centro Educacional Novo Milênio,Autosserviço,Não atingiu requisito mínimo,0
108377,Centro Educacional Novo Tempo,Autosserviço,Não atingiu requisito mínimo,0
108848,Centro Educacional Padre Mateus,Autosserviço,Não atingiu requisito mínimo,0
106521,Centro Educacional Passo a Passo,Autosserviço,Não atingiu requisito mínimo,0
105571,Centro Educacional Paulo Freire,Autosserviço,Não atingiu requisito mínimo,0
110381,Centro Educacional Pedacinho de Céu,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,2
108742,Centro Educacional Pedacinho do Céu - RJ,Autosserviço,Atingiu requisito mínimo + isaac Score,2
109523,Centro Educacional Pequenos Brilhantes,Autosserviço,Não atingiu requisito mínimo,0
105539,Centro Educacional Pequeno Aprendiz,Autosserviço,Não atingiu requisito mínimo,0
109486,Centro Educacional Peres,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,4
112966,Centro Educacional Porta do Céu,Autosserviço,Atingiu requisito mínimo,1
105871,Centro Educacional Positivo-Cep,Autosserviço,Não atingiu requisito mínimo,0
26444,Centro Educacional Praia da Coqueiral,Autosserviço,Não atingiu requisito mínimo,0
15937,Centro Educacional Praia da Costa,Autosserviço,Não atingiu requisito mínimo,0
106356,Centro Educacional Primeiro Espaço,Autosserviço,Não atingiu requisito mínimo,0
27987,Centro Educacional Primeiros Passos,Autosserviço,Não atingiu requisito mínimo,0
105782,Centro Educacional Profissional do Coroadinho - CEPC,Autosserviço,Não atingiu requisito mínimo,0
12658,Centro Educacional Queen  - RJ,Autosserviço,Não atingiu requisito mínimo,0
27615,Centro Educacional Raio de Sol,Autosserviço,Atingiu requisito mínimo + isaac Score,2
20901,Centro Educacional Renascença,Autosserviço,Atingiu requisito mínimo + isaac Score,3
11603,Centro Educacional Renascer - São Gonçalo do Amarante,Autosserviço,Não atingiu requisito mínimo,0
109980,Centro Educacional Rhema,Autosserviço,Atingiu requisito mínimo + isaac Score + CR,3
27371,Centro Educacional Rosana Monteiro,Autosserviço,Não atingiu requisito mínimo,0
16353,Centro Educacional Rui Barbosa,Autosserviço,Não atingiu requisito mínimo,0
111111,Centro Educacional Saber Construir,Autosserviço,Não atingiu requisito mínimo,0
9220,Centro Educacional Santa Bárbara,Autosserviço,Não atingiu requisito mínimo,0
28277,Centro Educacional Santa Luzia - PE,Autosserviço,Atingiu requisito mínimo + isaac Score,2
